Age,Salary,YearsExperience,NumCertifications,JobSatisfaction,JobTitle,Education,City,Promotion
32,89169,3,0,6,Business Analyst,PhD,San Francisco,Got Promotion
23,97947,0,0,3,Data Analyst,High School,Austin,No Promotion
30,97224,5,4,3,Software Engineer,Master's,New York,No Promotion
47,95865,3,1,4,Data Engineer,Bachelor's,Chicago,No Promotion
23,75553,0,4,9,Data Engineer,High School,Austin,No Promotion
42,110410,1,0,8,Product Manager,High School,San Francisco,No Promotion
30,140895,14,3,1,Data Engineer,PhD,Seattle,No Promotion
30,74816,2,1,1,Data Analyst,Master's,Austin,Got Promotion
29,105026,8,3,7,Data Engineer,PhD,New York,Got Promotion
38,100705,12,4,3,Business Analyst,Bachelor's,Chicago,No Promotion
22,111922,7,2,7,Data Scientist,Bachelor's,Seattle,No Promotion
46,123914,6,3,9,Business Analyst,Master's,San Francisco,No Promotion
32,51881,12,4,3,Web developer,Master's,New York,No Promotion
29,89567,14,4,3,Business Analyst,Master's,Seattle,No Promotion
31,97365,10,4,2,Data Analyst,PhD,San Francisco,No Promotion
46,129211,11,2,10,Data Analyst,Master's,New York,No Promotion
28,120122,13,2,1,Product Manager,Master's,Chicago,Got Promotion
24,75006,3,2,9,Data Engineer,PhD,San Francisco,No Promotion
24,91198,0,1,6,Product Manager,Bachelor's,Seattle,Got Promotion
39,72831,7,2,6,Data Analyst,Bachelor's,New York,No Promotion
26,66459,3,2,8,Data Engineer,High School,Austin,Got Promotion
33,82443,2,2,5,Data Analyst,Bachelor's,New York,No Promotion
33,92316,8,3,9,Data Analyst,Master's,Seattle,No Promotion
40,146131,9,2,5,Data Scientist,Bachelor's,Seattle,No Promotion
27,114486,3,1,2,Business Analyst,PhD,Austin,No Promotion
23,55877,3,4,6,Product Manager,Bachelor's,Seattle,No Promotion
33,89553,13,3,9,Product Manager,Bachelor's,New York,Got Promotion
40,54922,8,0,3,Software Engineer,High School,San Francisco,Got Promotion
26,54686,12,2,10,Web developer,High School,New York,No Promotion
33,82766,11,4,4,Data Scientist,Master's,Seattle,No Promotion
48,129943,10,4,10,Data Analyst,PhD,Austin,No Promotion
48,82006,11,3,8,Data Analyst,Master's,Austin,Got Promotion
38,81422,13,0,6,Data Scientist,PhD,Chicago,Got Promotion
38,62205,1,1,7,Data Engineer,PhD,Austin,No Promotion
31,136590,13,4,7,Product Manager,High School,Austin,No Promotion
46,73527,11,4,4,Data Analyst,Bachelor's,Seattle,Got Promotion
44,68443,4,4,6,Web developer,Bachelor's,San Francisco,No Promotion
38,66524,14,4,9,Software Engineer,High School,San Francisco,No Promotion
36,78202,3,3,3,Product Manager,Master's,Seattle,No Promotion
33,115552,8,0,8,Business Analyst,Bachelor's,Austin,Got Promotion
37,96142,11,4,7,Web developer,Master's,New York,No Promotion
45,111692,4,1,4,Data Scientist,Bachelor's,San Francisco,Got Promotion
40,132384,8,1,10,Product Manager,Master's,Seattle,No Promotion
29,70855,10,2,3,Business Analyst,PhD,New York,No Promotion
42,133747,8,4,7,Software Engineer,PhD,Austin,No Promotion
38,110372,13,4,10,Data Engineer,Bachelor's,Seattle,Got Promotion
44,75095,1,4,9,Data Scientist,Master's,San Francisco,No Promotion
26,88724,13,4,10,Data Engineer,Master's,New York,No Promotion
43,99241,14,4,3,Web developer,PhD,New York,No Promotion
37,102003,8,1,10,Data Analyst,Master's,San Francisco,No Promotion
27,118379,2,0,9,Data Engineer,High School,New York,Got Promotion
29,144837,3,0,8,Data Analyst,Master's,San Francisco,No Promotion
46,141996,0,2,3,Web developer,PhD,Seattle,Got Promotion
39,147454,13,1,8,Business Analyst,High School,Chicago,Got Promotion
46,144283,0,4,4,Product Manager,High School,Austin,No Promotion
33,65972,0,0,6,Software Engineer,Master's,Seattle,Got Promotion
36,143846,8,3,10,Business Analyst,PhD,Austin,No Promotion
48,72927,10,3,2,Software Engineer,PhD,Austin,No Promotion
47,116630,7,3,8,Data Engineer,PhD,San Francisco,No Promotion
30,102347,4,4,9,Software Engineer,High School,Chicago,Got Promotion
34,149708,4,4,7,Data Engineer,PhD,Austin,No Promotion
47,138860,8,2,8,Software Engineer,High School,Austin,No Promotion
36,136210,2,2,7,Data Scientist,High School,Seattle,Got Promotion
31,119518,2,2,10,Business Analyst,Bachelor's,Chicago,Got Promotion
37,95283,6,3,4,Data Scientist,Master's,Chicago,No Promotion
28,131326,8,4,1,Product Manager,PhD,Austin,No Promotion
38,62205,5,3,3,Product Manager,High School,Chicago,No Promotion
44,139874,13,2,7,Data Analyst,Master's,Seattle,No Promotion
47,62748,1,4,7,Data Analyst,High School,San Francisco,No Promotion
42,71097,0,1,3,Data Analyst,Master's,Austin,No Promotion
43,53092,1,0,1,Web developer,High School,New York,No Promotion
47,103311,13,0,10,Product Manager,PhD,Austin,Got Promotion
28,72692,13,2,9,Software Engineer,Bachelor's,Austin,No Promotion
35,73862,0,3,6,Data Engineer,Bachelor's,San Francisco,No Promotion
36,140396,9,1,7,Web developer,Bachelor's,New York,No Promotion
42,129507,9,4,1,Software Engineer,High School,New York,No Promotion
28,130152,8,3,1,Business Analyst,Master's,New York,No Promotion
30,120469,14,2,4,Product Manager,PhD,San Francisco,No Promotion
40,54926,9,3,7,Data Engineer,PhD,Chicago,No Promotion
37,141299,14,2,8,Data Engineer,High School,New York,No Promotion
29,53969,11,0,10,Data Engineer,Bachelor's,Chicago,No Promotion
39,85733,13,0,9,Data Analyst,High School,Seattle,No Promotion
48,119855,12,3,1,Data Engineer,Master's,San Francisco,No Promotion
44,91743,7,1,4,Data Engineer,Bachelor's,Chicago,No Promotion
39,89876,14,4,4,Product Manager,High School,New York,No Promotion
41,70323,6,2,3,Software Engineer,Master's,New York,No Promotion
28,66428,14,4,7,Web developer,Bachelor's,Chicago,Got Promotion
24,84578,2,0,1,Web developer,PhD,Chicago,No Promotion
39,136486,7,1,9,Software Engineer,Master's,Seattle,Got Promotion
48,114140,1,1,8,Data Scientist,PhD,San Francisco,Got Promotion
31,133829,1,4,2,Data Scientist,Master's,Austin,Got Promotion
28,56364,10,0,2,Business Analyst,Bachelor's,Seattle,No Promotion
38,85349,9,4,8,Product Manager,High School,Seattle,Got Promotion
35,50691,2,3,1,Data Scientist,High School,Seattle,Got Promotion
45,145598,6,1,7,Data Scientist,High School,New York,No Promotion
24,116467,0,1,9,Product Manager,High School,Chicago,No Promotion
33,95896,7,3,3,Software Engineer,Master's,San Francisco,Got Promotion
49,107062,11,0,7,Business Analyst,High School,New York,No Promotion
34,147266,6,1,6,Business Analyst,High School,Seattle,No Promotion
23,129762,3,2,7,Business Analyst,Master's,San Francisco,Got Promotion
24,63861,13,2,7,Data Scientist,Master's,New York,No Promotion
26,146837,14,0,10,Software Engineer,Bachelor's,Austin,No Promotion
32,138302,4,3,1,Business Analyst,Master's,Seattle,No Promotion
29,113928,9,4,3,Product Manager,PhD,New York,No Promotion
47,133231,12,0,10,Business Analyst,Bachelor's,New York,Got Promotion
44,91347,0,4,1,Web developer,Bachelor's,Seattle,No Promotion
44,53121,3,0,5,Data Analyst,High School,Austin,Got Promotion
33,133793,14,2,3,Software Engineer,High School,Chicago,No Promotion
28,78164,0,3,1,Data Analyst,PhD,Austin,No Promotion
36,75491,0,2,2,Software Engineer,High School,Seattle,No Promotion
45,109222,9,3,10,Data Engineer,Master's,Chicago,No Promotion
38,73165,0,4,5,Product Manager,Master's,New York,Got Promotion
25,53748,6,0,3,Data Engineer,High School,Austin,No Promotion
43,148581,6,1,6,Data Scientist,High School,Austin,Got Promotion
46,76553,3,1,9,Data Scientist,Master's,Chicago,No Promotion
34,110380,14,3,6,Data Engineer,Bachelor's,New York,No Promotion
39,94331,12,3,2,Software Engineer,PhD,Austin,No Promotion
22,146033,11,2,2,Business Analyst,PhD,Chicago,Got Promotion
37,146844,1,1,8,Data Analyst,Bachelor's,Austin,No Promotion
34,89560,11,2,8,Product Manager,PhD,New York,No Promotion
31,103865,2,4,6,Business Analyst,High School,New York,No Promotion
33,96686,7,1,10,Data Scientist,High School,San Francisco,No Promotion
23,125910,12,4,7,Business Analyst,High School,Chicago,No Promotion
44,54675,7,0,1,Data Engineer,PhD,Seattle,No Promotion
24,116706,10,2,9,Data Engineer,Bachelor's,Austin,Got Promotion
31,127986,10,3,5,Web developer,High School,New York,No Promotion
23,126216,5,1,9,Web developer,Bachelor's,Austin,No Promotion
48,60068,14,2,2,Data Analyst,Master's,Austin,No Promotion
44,104460,9,3,8,Data Scientist,Master's,Seattle,No Promotion
34,96418,8,0,7,Software Engineer,Master's,New York,No Promotion
34,76206,10,1,4,Product Manager,PhD,San Francisco,Got Promotion
39,50287,11,4,3,Data Engineer,PhD,Chicago,Got Promotion
24,72337,8,0,4,Product Manager,High School,Austin,No Promotion
48,70666,3,3,4,Data Scientist,Master's,Seattle,No Promotion
28,51161,11,1,10,Software Engineer,Bachelor's,Seattle,Got Promotion
35,140071,0,1,10,Web developer,PhD,Chicago,Got Promotion
41,148064,0,0,8,Data Engineer,Bachelor's,Chicago,No Promotion
38,88751,14,1,4,Data Analyst,Bachelor's,New York,No Promotion
42,132063,11,3,5,Product Manager,High School,Austin,Got Promotion
33,139389,9,0,2,Data Scientist,High School,Austin,No Promotion
46,64758,14,4,4,Product Manager,Bachelor's,Chicago,No Promotion
37,115780,4,0,7,Web developer,Bachelor's,San Francisco,Got Promotion
45,53178,13,0,3,Web developer,Bachelor's,Austin,Got Promotion
33,81831,12,4,1,Software Engineer,Bachelor's,Seattle,No Promotion
36,52176,1,3,8,Data Analyst,Master's,Chicago,No Promotion
46,83654,14,2,8,Web developer,Bachelor's,Austin,No Promotion
31,76627,5,2,6,Software Engineer,PhD,New York,Got Promotion
46,102550,6,4,7,Web developer,High School,Chicago,Got Promotion
28,94910,0,3,10,Data Engineer,PhD,Seattle,Got Promotion
41,140417,5,1,2,Business Analyst,High School,New York,No Promotion
26,108251,7,4,5,Software Engineer,High School,Chicago,No Promotion
22,85422,11,2,7,Software Engineer,High School,Chicago,No Promotion
38,61984,4,3,9,Product Manager,PhD,Austin,No Promotion
24,139312,13,0,1,Web developer,High School,New York,No Promotion
34,111386,11,3,3,Software Engineer,Bachelor's,Chicago,No Promotion
35,133291,6,3,6,Data Scientist,Bachelor's,Seattle,No Promotion
45,57135,9,2,7,Data Engineer,Master's,New York,Got Promotion
39,50320,5,2,6,Product Manager,Master's,Austin,No Promotion
25,144171,3,1,1,Product Manager,Master's,San Francisco,Got Promotion
39,71684,14,1,4,Business Analyst,Bachelor's,Chicago,No Promotion
26,105913,14,4,6,Data Engineer,PhD,San Francisco,Got Promotion
46,138774,6,0,8,Data Scientist,Master's,Chicago,No Promotion
37,71889,9,1,10,Data Engineer,Bachelor's,Austin,No Promotion
22,145849,8,2,4,Software Engineer,High School,Austin,No Promotion
42,148071,9,3,7,Business Analyst,PhD,Austin,No Promotion
35,98899,9,4,3,Data Scientist,PhD,Austin,No Promotion
36,60770,12,1,8,Business Analyst,Bachelor's,New York,Got Promotion
30,89321,6,3,1,Data Engineer,Bachelor's,New York,No Promotion
36,135962,11,3,4,Data Analyst,High School,Chicago,No Promotion
38,91777,13,1,8,Data Engineer,High School,New York,No Promotion
46,96250,4,0,10,Software Engineer,High School,Chicago,No Promotion
45,123034,6,0,4,Business Analyst,PhD,New York,Got Promotion
25,90130,2,4,2,Data Analyst,PhD,New York,No Promotion
33,131931,1,0,2,Software Engineer,Master's,New York,No Promotion
48,99346,10,4,4,Business Analyst,Master's,Seattle,Got Promotion
47,52537,14,2,4,Business Analyst,Master's,Austin,No Promotion
26,134762,4,1,2,Data Engineer,PhD,Seattle,Got Promotion
26,65216,3,3,7,Web developer,High School,New York,No Promotion
32,134149,4,4,6,Business Analyst,Master's,New York,No Promotion
49,53009,7,0,3,Business Analyst,High School,Seattle,No Promotion
27,139904,11,4,8,Product Manager,High School,Chicago,No Promotion
28,79327,3,4,8,Web developer,High School,Austin,Got Promotion
45,64209,14,0,1,Business Analyst,Master's,Chicago,No Promotion
35,98443,8,0,3,Data Engineer,Master's,Austin,No Promotion
45,65029,6,1,5,Product Manager,High School,San Francisco,No Promotion
32,117613,9,3,2,Product Manager,Master's,Austin,No Promotion
34,129443,12,1,5,Data Analyst,Bachelor's,Chicago,Got Promotion
23,106997,11,1,10,Software Engineer,Master's,Austin,No Promotion
46,112559,6,0,3,Product Manager,High School,San Francisco,Got Promotion
28,114892,14,0,9,Data Scientist,High School,San Francisco,Got Promotion
41,120409,12,3,1,Product Manager,PhD,New York,No Promotion
25,58635,12,4,4,Data Scientist,PhD,San Francisco,Got Promotion
48,83065,7,1,10,Web developer,High School,Seattle,No Promotion
29,83783,11,3,6,Data Analyst,Bachelor's,Chicago,No Promotion
41,84152,5,1,9,Data Scientist,PhD,Seattle,No Promotion
43,108741,7,4,3,Data Analyst,High School,Seattle,No Promotion
42,101502,2,1,3,Data Analyst,PhD,Chicago,Got Promotion
40,79092,9,2,5,Data Analyst,PhD,Seattle,No Promotion
34,67653,9,3,7,Data Scientist,High School,Seattle,No Promotion
35,147999,13,0,5,Data Scientist,Master's,Seattle,No Promotion
31,149564,0,1,8,Data Analyst,Bachelor's,San Francisco,No Promotion
32,90469,5,3,5,Web developer,Master's,Chicago,No Promotion
23,136483,0,3,7,Data Analyst,High School,Chicago,Got Promotion
46,109754,8,1,6,Web developer,High School,Chicago,No Promotion
47,79978,13,0,10,Software Engineer,Bachelor's,Seattle,Got Promotion
30,137592,1,0,2,Web developer,High School,San Francisco,Got Promotion
38,144543,10,1,3,Web developer,PhD,Chicago,No Promotion
47,93169,1,3,4,Web developer,Bachelor's,Austin,No Promotion
24,98287,6,0,5,Data Analyst,Master's,Chicago,No Promotion
45,104745,1,1,9,Business Analyst,Bachelor's,New York,Got Promotion
27,55543,9,1,6,Software Engineer,Master's,Austin,No Promotion
26,106392,7,1,1,Software Engineer,High School,Chicago,No Promotion
26,71067,5,3,3,Software Engineer,Master's,Seattle,No Promotion
43,101033,13,0,7,Business Analyst,Master's,Chicago,No Promotion
36,95256,6,3,8,Software Engineer,Master's,San Francisco,No Promotion
44,140633,6,2,7,Software Engineer,Bachelor's,San Francisco,No Promotion
38,119345,5,0,5,Data Scientist,PhD,Chicago,No Promotion
30,72191,9,3,10,Data Engineer,Master's,Seattle,No Promotion
24,136803,10,0,8,Data Scientist,Bachelor's,Seattle,No Promotion
41,122742,8,2,9,Data Analyst,Bachelor's,Seattle,No Promotion
47,136593,12,4,7,Data Analyst,PhD,Chicago,Got Promotion
38,78992,8,1,9,Web developer,Bachelor's,Chicago,No Promotion
48,131531,14,3,1,Product Manager,High School,New York,No Promotion
31,98803,6,2,9,Data Engineer,High School,San Francisco,No Promotion
24,113477,8,2,3,Business Analyst,High School,Austin,No Promotion
39,63210,12,0,6,Data Scientist,PhD,Austin,No Promotion
39,133329,9,0,8,Data Analyst,Bachelor's,San Francisco,No Promotion
38,76270,2,1,3,Business Analyst,High School,New York,Got Promotion
45,112008,2,0,4,Software Engineer,Master's,San Francisco,No Promotion
24,55197,0,3,7,Business Analyst,Bachelor's,New York,No Promotion
24,57452,4,3,7,Data Scientist,High School,New York,Got Promotion
27,91486,14,3,4,Data Engineer,Bachelor's,Seattle,No Promotion
34,64859,3,4,9,Product Manager,High School,San Francisco,No Promotion
45,77236,1,3,3,Web developer,Master's,Austin,No Promotion
36,81899,8,0,8,Data Scientist,Bachelor's,Chicago,Got Promotion
46,82083,2,0,8,Web developer,High School,Chicago,No Promotion
30,117708,14,3,4,Data Engineer,High School,San Francisco,No Promotion
25,66663,7,2,7,Data Analyst,Master's,Chicago,No Promotion
35,143076,5,2,4,Web developer,Master's,New York,Got Promotion
26,69053,13,2,1,Data Analyst,High School,Chicago,Got Promotion
23,61085,12,1,1,Business Analyst,High School,New York,No Promotion
32,80564,4,4,1,Data Scientist,PhD,New York,No Promotion
30,139745,0,3,2,Data Analyst,PhD,Austin,No Promotion
45,109095,3,1,6,Software Engineer,Bachelor's,Chicago,No Promotion
24,119517,2,2,10,Software Engineer,Bachelor's,Austin,Got Promotion
48,71153,0,3,5,Product Manager,PhD,Chicago,No Promotion
49,55247,11,1,2,Business Analyst,High School,New York,No Promotion
30,60553,14,0,8,Data Analyst,Master's,Chicago,No Promotion
24,70811,4,2,9,Product Manager,Bachelor's,Austin,No Promotion
46,145381,5,1,7,Software Engineer,High School,Seattle,No Promotion
23,56135,1,0,9,Product Manager,Master's,Austin,Got Promotion
33,55573,14,2,4,Product Manager,Master's,Seattle,No Promotion
31,129267,13,4,7,Data Analyst,High School,San Francisco,No Promotion
30,57189,2,2,5,Data Analyst,High School,Austin,No Promotion
36,130077,10,4,5,Data Analyst,Bachelor's,Chicago,No Promotion
29,93646,13,4,3,Business Analyst,PhD,Seattle,No Promotion
46,126623,14,4,9,Web developer,High School,Chicago,No Promotion
26,103687,5,3,10,Product Manager,PhD,Seattle,No Promotion
32,118312,3,3,5,Product Manager,Bachelor's,Austin,No Promotion
48,77564,8,4,6,Business Analyst,PhD,Austin,No Promotion
23,78835,4,0,3,Software Engineer,PhD,Chicago,No Promotion
45,111587,3,4,10,Data Scientist,Master's,Austin,Got Promotion
49,57697,1,1,7,Web developer,Bachelor's,Chicago,No Promotion
36,130165,5,4,9,Software Engineer,High School,New York,Got Promotion
27,123922,9,3,9,Business Analyst,PhD,Seattle,No Promotion
29,67046,1,3,10,Web developer,Bachelor's,Chicago,No Promotion
48,107823,11,1,10,Web developer,Master's,Seattle,Got Promotion
26,123580,12,1,5,Product Manager,Master's,New York,No Promotion
37,103370,6,2,7,Product Manager,PhD,Seattle,No Promotion
47,59615,2,0,3,Data Analyst,PhD,Chicago,No Promotion
39,55060,8,0,6,Data Analyst,High School,Austin,Got Promotion
27,126436,10,0,8,Product Manager,Bachelor's,Seattle,No Promotion
26,110519,4,3,8,Product Manager,High School,Seattle,No Promotion
49,121117,7,0,2,Data Engineer,High School,New York,No Promotion
37,111158,10,2,6,Web developer,Master's,San Francisco,Got Promotion
34,84782,5,2,7,Data Analyst,Bachelor's,Austin,No Promotion
49,135709,13,0,7,Data Analyst,High School,Chicago,No Promotion
26,128533,11,1,3,Software Engineer,Master's,New York,No Promotion
34,108255,9,2,9,Product Manager,PhD,Chicago,Got Promotion
38,122684,7,1,2,Web developer,High School,Chicago,No Promotion
39,106918,12,3,3,Product Manager,PhD,Seattle,No Promotion
29,134284,12,2,2,Business Analyst,Bachelor's,New York,Got Promotion
34,129558,10,1,9,Software Engineer,High School,New York,No Promotion
40,135549,11,0,4,Data Scientist,PhD,Austin,No Promotion
47,131422,2,3,2,Data Scientist,PhD,San Francisco,Got Promotion
24,75256,2,4,3,Data Scientist,Bachelor's,Chicago,Got Promotion
45,80005,4,4,4,Web developer,Master's,Austin,No Promotion
29,56638,10,0,10,Data Engineer,Master's,Austin,No Promotion
23,87419,9,3,6,Data Analyst,High School,Chicago,No Promotion
29,83377,2,3,5,Web developer,PhD,Seattle,Got Promotion
48,93116,7,3,3,Data Scientist,Master's,Seattle,Got Promotion
34,86634,9,3,10,Business Analyst,High School,Chicago,No Promotion
34,132291,12,4,8,Web developer,PhD,New York,No Promotion
22,73382,11,1,8,Web developer,High School,San Francisco,Got Promotion
27,106063,13,3,7,Data Analyst,Bachelor's,Seattle,No Promotion
45,72394,7,1,3,Data Analyst,High School,San Francisco,No Promotion
40,117789,1,3,1,Data Scientist,Bachelor's,Austin,No Promotion
37,50864,11,2,5,Data Analyst,PhD,Austin,No Promotion
29,149572,3,2,1,Software Engineer,PhD,Chicago,Got Promotion
49,90222,9,2,6,Software Engineer,PhD,Chicago,Got Promotion
